name,latitude,longitude,elevation
AROOSTOOK,46.71,-67.72,80
ARTHURETTE BIRCH RIDGE,46.75,-67.47,214.9
ASHTON HILL,47.1,-65.73,278.9
BALTIMORE,45.88,-64.82,182.9
BAS CARAQUET,47.8,-64.83,5
BAS CARAQUET,47.8,-64.87,10.7
BATHURST,47.62,-65.65,12.2
BATHURST,47.62,-65.65,4.6
BATHURST A,47.63,-65.75,58.8
BATHURST A,47.63,-65.74,58.8
BATHURST A,47.63,-65.74,58.8
BEECHWOOD,46.53,-67.67,91.4
BELLEDUNE,47.9,-65.83,7.6
BELLEDUNE CS,47.9,-65.83,7.6
BERRYTON,45.92,-64.88,106.7
BERTRAND,47.75,-65.07,22.9
BIG BALD MOUNTAIN,47.2,-66.43,
BLISSVILLE,45.62,-66.55,22.3
BLUE MOUNTAIN TOWER,47.8,-66.3,160
BON ACCORD,46.65,-67.58,450.3
BROCKWAY,45.5,-67.12,83.8
BRUNSWICK MINES,47.48,-65.88,213.4
BOUCTOUCHE,46.52,-64.72,10.7
BOUCTOUCHE CDA,46.43,-64.77,36
BOUCTOUCHE CDA CS,46.43,-64.77,35.9
BURNT CHURCH,47.2,-65.13,7.6
BURNT CHURCH,47.23,-65.13,15.2
CAMPBELLTON,48,-66.67,7.6
CAMPBELLTON POWER ST,48,-66.68,25.6
CANOBIE,47.68,-65.38,33.5
CANTERBURY,45.88,-67.47,173.8
CAP PELE,46.18,-64.23,30.5
CARAQUET,47.8,-64.93,18.3
CENTREVILLE,46.38,-67.7,143
CHARLO A,47.98,-66.33,40.2
CHARLO AUTO,47.99,-66.33,42
CHARLO FALLS,47.97,-66.48,16.8
MIRAMICHI RCS,47.01,-65.47,33
CHATHAM,47.05,-65.48,29.9
MIRAMICHI A,47.01,-65.47,32.9
MIRAMICHI SNOW,46.99,-65.5,33
CHATHAM NBEPC,47.05,-65.47,3.7
CHIPMAN,46.18,-65.87,10.7
CHIPMAN,46.18,-65.87,10.7
CHIPMAN,46.15,-65.9,19.8
COLDBROOK,45.32,-66.03,4
COLESON COVE,45.15,-66.2,30.5
COLLINA,45.79,-65.65,250
COOKVILLE,46.03,-64.33,36.6
DALHOUSIE,48.07,-66.37,11.9
DAWSON SETTLEMENT,45.93,-64.78,152.4
DOAKTOWN,46.55,-66.14,57
DOAKTOWN AUTO RCS,46.59,-66.01,43
DORCHESTER,45.92,-64.52,6.4
DUNGARVON RIVER,46.82,-66.65,317
EAST CANAAN,46.07,-65.37,15.2
EDMUNDSTON,47.37,-68.33,173.7
EDMUNDSTON FRASER CO,47.37,-68.33,152.4
EDMUNDSTON,47.42,-68.32,154.2
EVERETT,47.07,-67.3,145.1
FREDERICTON A,45.87,-66.53,20.7
FREDERICTON INTL A,45.87,-66.54,20.7
FREDERICTON AQUATIC CENTRE C/S,45.96,-66.65,8.3
FREDERICTON CDA CS,45.92,-66.61,35.08
FREDERICTON UNB,45.95,-66.6,50
FUNDY PARK (ALMA) CS,45.6,-64.95,42.7
GAGETOWN A,45.83,-66.43,50.6
GAGETOWN AWOS A,45.84,-66.45,50.6
GAGETOWN 2,45.78,-66.15,33.5
GOUNAMITZ RIVER,47.67,-67.93,296.9
GRANDE DIGUE,46.32,-64.57,24.4
GRAND FALLS,47.05,-67.73,152.4
GRAND FALLS DRUMMOND,47.03,-67.7,228.6
GRAND MANAN,44.73,-66.77,7.6
GRAND MANAN SAR CS,44.71,-66.8,78.2
GREEN RIVER,47.47,-68.23,182.9
HAMPTON,45.53,-65.83,15.8
HAMTOWN CORNER,46.12,-66.78,243.8
HARCOURT,46.52,-65.28,45.7
HARCOURT,46.5,-65.27,39.6
HARDWOOD RIDGE,46.17,-65.92,
HARPER SETTLEMENT,45.87,-65.3,103.6
HARVEY STATION,45.73,-67,152.4
HARVEY STATION,45.67,-67.03,182.9
HARVEY STATION,45.73,-67.02,194
HAUT SHIPPAGAN,47.75,-64.77,6
HAVELOCK,46.03,-65.35,91.4
HAVELOCK,46,-65.32,98.5
HILLSBOROUGH,45.95,-64.68,40.8
HOLMESVILLE,46.58,-67.6,189
HOYT,45.55,-66.53,121.9
HOYT BLISSVILLE,45.6,-66.57,15.2
JUNIPER,46.55,-67.17,259.1
KEDGWICK,47.65,-67.35,274.3
KESWICK RIDGE,46,-66.88,121.9
KESWICK RIDGE MACTAQUAC,45.97,-66.87,7.6
KINGS LANDING,45.85,-66.95,67.4
KINGSLEY IHD,46.07,-66.73,164.6
KOUCHIBOUGUAC,46.77,-65,35.1
KOUCHIBOUGUAC,46.79,-65.01,21
KOUCHIBOUGUAC CS,46.78,-65.02,21
LAMEQUE,47.83,-64.6,15.2
LAMEQUE,47.8,-64.65,6.1
LITTLE RIVER MINE,47.28,-66.07,341.4
LITTLE SHEMOGUE,46.12,-64.03,18.3
LONG LAKE,47.07,-66.93,381
LOWER HOLMESVILLE,46.57,-67.58,144.8
MACTAQUAC PROV PARK,45.95,-66.9,110
MAGAGUADAVIC LAKE,45.73,-67.2,106.7
MAISONNETTE,47.82,-65.08,7.9
MAPLETON,46.18,-67.23,167.6
MCADAM,45.58,-67.33,139.9
MCDONALDS CORNER CDA,45.78,-66,38.1
MCGIVNEY,46.37,-66.57,176.8
MCGRAW BROOK,46.82,-66.12,53.3
MECHANIC SETTLEMENT,45.69,-65.17,403
MIDDLE BROOK,47.67,-66.52,
MILLTOWN,45.17,-67.3,15.8
MINTO,46.03,-66.03,22.9
MISCOU ISLAND (AUT),48.01,-64.49,4
MONCTON,46.1,-64.79,12.2
MONCTON A,46.11,-64.68,70.7
MONCTON INTL A,46.11,-64.68,70.7
MONCTON A,46.11,-64.68,70.7
MOUNT CARLETON,47.42,-66.93,265.1
MOUNT PLEASANT,45.43,-66.82,358.1
MUSQUASH,45.2,-66.33,15.2
NACKAWIC,45.97,-67.23,45.7
NAUWIGEWAUK,45.47,-65.9,65.5
NEPISIGUIT FALLS,47.4,-65.78,106.1
NEWCASTLE,47,-65.57,15.2
NICTAU,47.23,-67.15,169.7
NINE MILE BRK (CAMP 68),47.68,-68.12,426.7
OAK POINT,45.51,-66.1,11
OROMOCTO,45.83,-66.47,45.7
PARKER RIDGE,46.48,-66.52,
PARKINDALE,45.87,-65.07,152.7
PENNFIELD,45.1,-66.73,22.9
PENNFIELD RIDGE A,45.13,-66.68,73.2
PENOBSQUIS,45.78,-65.38,44.2
PETITCODIAC,45.93,-65.17,29.3
PETIT ROCHER,47.8,-65.73,12.2
PLASTER ROCK,46.9,-67.4,160
PLASTER ROCK NBEPC,46.9,-67.38,140.2
PLEASANT MOUNTAIN,45.45,-66.83,190.5
POINT ESCUMINAC,47.12,-64.82,7.9
POINT ESCUMINAC (AUT),47.07,-64.8,4
POINT LEPREAU,45.07,66.47,5.3
POINT LEPREAU CS,45.07,-66.45,6
RAPIDS DEPOT,47.82,-67.75,167.6
RED PINES,47.44,-65.6,124
RENOUS,46.8,-65.8,45.7
REXTON,46.67,-64.87,4.6
RILEY BROOK,47.18,-67.2,170.7
ROBICHAUD,46.22,-64.38,7.6
ROGERSVILLE,46.77,-65.45,64
ROSEVALE,45.87,-64.82,274.3
ROTHESAY,45.38,-65.98,45.7
ROYAL ROAD,46.05,-66.72,115.8
ROYAL ROAD WEST,46.08,-66.73,160
SACKVILLE,45.9,-64.38,24.4
SACKVILLE,45.85,-64.38,45.7
ST ANDRE DE MADAWASKA,47.12,-67.75,219.5
ST ANDRE EAST,47.1,-67.72,198.1
ST ANDREWS,45.08,-67.08,15.2
ST GEORGE,45.13,-66.83,33.5
ST GEORGE P AND P CO,45.13,-66.82,22.9
ST ISIDORE,47.57,-65.05,61
SAINT JOHN,45.28,-66.08,30.5
SAINT JOHN A,45.3,-66.1,29.9
SAINT JOHN A,45.32,-65.89,108.8
SAINT JOHN A,45.32,-65.89,108.8
SAINT JOHN BLINDMAN LAKE,45.32,-65.98,61
SAINT JOHN BRIDGE,45.27,-66.07,7.6
SAINT JOHN DOMINION PARK,45.27,-66.13,6.1
SAINT JOHN LORNEVILLE,45.18,-66.17,22.9
SAINT JOHN MISPEC PARK,45.22,-65.95,9.1
ST LEONARD A,47.16,-67.83,242.2
ST LEONARD A,47.16,-67.84,242
ST QUENTIN,47.47,-67.47,
ST. STEPHEN,45.21,-67.25,26.1
ST STEPHEN,45.18,-67.27,10.7
ST STEPHEN (AUT),45.22,-67.25,26.1
SEARSVILLE,45.72,-65.7,61
SHEDIAC,46.23,-64.53,
SHELDON POINT,45.2,-66.13,24.4
SHIPPEGAN,47.75,-64.72,4
SISSON DAM,47.27,-67.25,278.9
SOUTH BRANCH KEDGWICK,47.87,-67.93,274.3
SOUTH TETAGOUCHE,47.58,-65.9,182.9
SOUTHWEST HEAD,44.6,-66.9,48.8
SUMMIT DEPOT,47.78,-68.33,411.5
SUSSEX,45.72,-65.53,21.3
SUSSEX 2,45.72,-65.52,
SUSSEX FOUR CORNERS,45.74,-65.53,47
TIDE HEAD,47.98,-66.82,38.1
TIDE HEAD,47.97,-66.77,18.3
TOBIQUE NARROWS,46.78,-67.68,91.4
TOWER HILL CDA,45.32,-67.22,167.6
TRACADIE,47.52,-64.92,15.2
TURTLE CREEK,45.92,-64.8,141.7
TURTLE CREEK,46,-64.9,45.7
UPPER BLACKVILLE,46.63,-65.87,22.9
UPPER HOLMESVILLE,46.62,-67.62,182.9
UPSALQUITCH,47.85,-66.85,48.5
UPSALQUITCH LAKE,47.46,-66.42,624.8
WELSFORD,45.47,-66.33,22.9
WIGGINS POINT,45.92,-66,15.2
WILD GOOSE RIVER,47.82,-68.23,434.3
WILLIAMSBURG,46.33,-66.72,321.6
WOLFE LAKE,45.67,-65.15,304.8
WOLFE LAKE CS,45.67,-65.15,304.8
WOODSTOCK,46.17,-67.55,153
WOODSTOCK NEWBRIDGE,46.15,-67.54,154
WOODSTOCK GRAFTON,46.15,-67.57,32
EDMUNDSTON,47.35,-68.19,163
SAINT JOHN MILLEDGEVILLE,45.28,-66.08,30.5
SAINT JOHN SPRUCE LAKE,45.22,-66.18,61
ST LEONARD CS,47.16,-67.83,245
COLES ISLAND,45.92,-65.82,15.2
EDMUNDSTON,47.37,-68.28,198.1
SEAL COVE,44.65,-66.83,20
SAINT JOHN UNB,45.32,-66.08,106.7
SCOTCHTOWN,45.9,-66.12,16.2
ABERCROMBIE POINT,45.65,-62.72,10.7
AMHERST (AUT),45.85,-64.27,23
ANNAPOLIS ROYAL,44.75,-65.52,7.7
ANTIGONISH,45.63,-61.97,9.1
ANTIGONISH,45.62,-61.98,30.5
ANTIGONISH SNOW,45.62,-61.9,30
APRIL BROOK IHD,46.23,-61.13,61
ARGYLE HEAD,43.83,-65.87,15.2
ASHDALE,45,-63.88,70.05
AVON,44.88,-64.22,23.7
AVONDALE,45.02,-64.12,42.1
AYLESFORD,45.03,-64.87,39.9
BACCARO,43.47,-65.47,3
BACCARO POINT,43.45,-65.47,12.7
BACCARO PT,43.45,-65.47,4.6
BADDECK,46.1,-60.75,7.6
BADDECK BELL,46.1,-60.75,16.6
BARRIE BROOK,45.65,-61.43,10.7
BARRINGTON CCR,43.45,-65.47,21
BAYSWATER,44.5,-64.08,30.5
BEAR RIVER,44.57,-65.63,7.6
BEAVERBANK,44.9,-63.72,182.9
BEAVER ISLAND (AUT),44.82,-62.33,16
BEDFORD BASIN,44.71,-63.63,3.5
BEDFORD RANGE,44.75,-63.66,9.6
BEDFORD,44.73,-63.67,30.5
BEDFORD MWO,44.73,-63.67,32.9
BERRYS BAY,43.66,-65.26,7
BERWICK,45.08,-64.73,39.6
BIG INTERVALE,46.83,-60.62,39.6
BIRCHTOWN,45.45,-61.48,68.6
BLACK RIVER,46.13,-61.33,106.7
BLUE MOUNTAIN,45.48,-62.42,213.4
BRAESHORE,45.7,-62.65,7.6
BRIDGETOWN,44.83,-65.3,8
BRIDGEWATER,44.4,-64.55,27.4
BRIER ISLAND,44.29,-66.35,15.8
CAMBRIDGE STATION,45.07,-64.62,30.5
CAMDEN IHD,45.32,-63.2,182.9
CANNING,45.15,-64.45,27.1
CANSO,45.32,-60.97,25.9
CAPE GEORGE,45.87,-61.9,120
CAPE JOHN,45.78,-63.08,15.2
CAPE NORTH,47.02,-60.45,47.2
CAPE SABLE,43.38,-65.62,3
CAP LA RONDE,45.57,-60.9,15.2
CARIBOU POINT (AUT),45.77,-62.68,2.4
CHAIN LAKE,44.63,-63.63,59.4
CHARLESVILLE,43.58,-65.78,2.7
CHESTER,44.55,-64.25,60.7
CHESTER BASIN,44.55,-64.32,13.4
CHETICAMP,46.63,-61.05,335.3
CHETICAMP,46.65,-60.95,11
CHETICAMP CS,46.65,-60.95,43.9
CHETICAMP HIGHLANDS NATIONAL PARK,46.65,-60.95,8
CHETICAMP SNOW,46.63,-60.95,27
CLAM HARBOUR,44.73,-62.88,7.6
CLARENCE,44.92,-65.17,51.5
CLEMENTSVALE,44.62,-65.57,106.7
CLIFTON,45.35,-63.42,15.2
CLYDESDALE,45.63,-62.03,56.7
COLLEGE GRANT,45.65,-63.1,96.9
COLLEGEVILLE,45.48,-62.02,76.2
COLLEGEVILLE AUTO,45.49,-62.01,69
COPPER LAKE,45.38,-61.97,96.9
CORNWALL,44.53,-64.57,
DARTMOUTH,44.67,-63.57,22.9
DAYTON,43.87,-66.1,8.9
DEBERT,45.42,-63.42,38.1
DEBERT,45.42,-63.47,37.5
DEBERT A,45.42,-63.45,44.2
DEMING,45.22,-61.18,15.8
DICKIE BROOK,45.35,-61.5,2.8
DIGBY,44.62,-65.75,12.2
DIGBY AIRPORT,44.55,-65.78,152.1
DIGBY CKDY,44.62,-65.77,60.7
DIGBY PRIM POINT,44.68,-65.78,21.3
EAST JORDAN,43.73,-65.2,15.2
EAST RIVER ST MARY'S,45.38,-62.17,52.4
EAST WALLACE,45.8,-63.43,17
ECUM SECUM,44.98,-62.18,15.3
EDDY POINT,45.52,-61.25,66.1
ELMSDALE,44.97,-63.52,15.2
FARMINGTON,44.63,-64.67,151.5
ESKASONI FIRST NATION AUTOMATIC WEATHER STATION,45.92,-60.65,28
FIVE MILE LAKE,44.95,-64,45.7
FRASER BROOK IHD,45.33,-63.17,121.9
FRIZZLETON,46.37,-60.97,
GARLAND,45.12,-64.78,205.7
GLENORA FALLS,46.12,-61.37,76.2
GRAND ETANG,46.55,-61.05,12.8
GREAT VILLAGE,45.42,-63.62,22
GREENWOOD A,44.98,-64.92,28
EMERGENCY WEATHER STATION #2,44.73,-64.46,135
HALIFAX,44.65,-63.6,29.6
HALIFAX,44.65,-63.57,31.7
HALIFAX CITADEL,44.65,-63.58,70.1
HALIFAX COMMONS,44.63,-63.58,44
HALIFAX DOCKYARD,44.66,-63.58,3.8
HALIFAX STANFIELD INT'L A,44.88,-63.5,145.4
HALIFAX INTL A,44.88,-63.51,145.4
HALIFAX KOOTENAY,44.59,-63.55,52
HALIFAX WINDSOR PARK,44.66,-63.61,51
HALL'S HARBOUR,45.2,-64.62,7.9
HAMMONDS PLAINS,44.73,-63.77,106.7
HARMONY,44.42,-65.05,106.7
HART ISLAND (AUT),45.35,-60.98,8.2
HEAD JEDDORE,44.78,-63.07,19
HELLS GATE,45.05,-64.42,91.4
HOLLOW BRIDGE,45,-64.38,127.7
HOPEWELL,45.5,-62.72,152.4
HUBBARDS,44.63,-64.08,30.5
INDIAN BROOK,46.37,-60.53,13.2
INGONISH BEACH,46.65,-60.4,7.9
INGONISH BEACH RCS,46.66,-60.41,10
INVERNESS,46.2,-61.3,35.1
INVERNESS (AUT),46.23,-61.3,38.9
JACKSON,45.58,-63.83,91.4
KEBLE,45.7,-63.18,31.1
KEJIMKUJIK PARK,44.43,-65.2,126.8
KEJIMKUJIK 1,44.4,-65.2,125
KEMPTVILLE,44.08,-65.77,76.2
KEMPTVILLE 2,44.08,-65.78,61
KENTVILLE CDA,45.07,-64.48,48.8
KENTVILLE CDA CS,45.07,-64.48,48.7
LAKE AINSLIE,46.18,-61.2,84.7
LAKE CHARLOTTE,44.73,-62.95,7.6
LAKE MAJOR,44.72,-63.48,62.5
LAKE ROSSIGNOL,44.22,-65.23,85.3
LAWRENCETOWN,44.87,-65.17,30.5
LILY DALE,44.37,-64.3,61
LISCOMB GAME SANCTUARY,45.05,-62.5,61
LIVERPOOL,44.05,-64.72,5.5
LIVERPOOL,44.07,-64.67,15.2
LIVERPOOL BIG FALLS,44.13,-64.93,49.6
LIVERPOOL MILTON,44.08,-64.77,28.5
LOCH LOMOND,45.73,-60.62,30.5
LOCH LOMOND,45.73,-60.6,45.7
LORNE STATION,45.43,-62.72,118.9
LOUISBOURG,45.9,-60,45.7
LOUISBOURG,45.92,-59.97,15
LOWER L'ARDOISE,45.6,-60.75,15.2
LOWER MEAGHERS GRANT,44.92,-63.23,41.1
LOWER SACKVILLE,44.77,-63.67,48.8
LR.SACKVILLE/BEDFORD SNOW,44.76,-63.66,59
LUCASVILLE,44.77,-63.75,129.5
LUNENBURG,44.36,-64.3,3.8
LYONS BROOK,45.66,-62.8,28.9
MABOU,46.07,-61.38,32
MACKAYS CORNER,45.77,-62.83,2.7
MAHONE BAY,44.47,-64.38,25.9
MAITLAND,45.32,-63.5,15.2
MALAGASH POINT,45.78,-63.28,7.6
MALAY FALLS,44.98,-62.48,39.6
MALAY FALLS,44.98,-62.48,39.6
MARGAREE FORKS,46.37,-61.08,15.2
MARGAREE FORKS,46.33,-61.1,22.9
MARGAREE HARBOUR,46.43,-61.1,5.5
MARTOCK 35M,44.94,-64.17,35
MARTOCK 197M,44.93,-64.16,197
MARYVALE,45.75,-62.05,45.7
MAVILLETTE EXP ST,44.1,-66.18,30.5
MCNABS ISLAND (AUT),44.6,-63.53,15.4
METEGHAN,44.18,-66.18,12.2
METEGHAN RIVER,44.27,-66.13,15.2
MIDDLEBORO,45.77,-63.57,30.5
MIDDLE CLYDE RIVER,43.85,-65.52,53.3
MIDDLE MUSQUODOBOIT,45.07,-63.1,47.8
MIDDLETON,44.95,-65.07,21.3
MILFORD,45.02,-63.45,30.5
MILFORD STATION,45.03,-63.4,31.5
MILL VILLAGE,44.18,-64.67,15.2
MINASVILLE,47.28,-63.82,61.6
MOUNT UNIACKE,44.9,-63.83,158.5
NAPPAN CDA,45.77,-64.25,19.8
NAPPAN AUTO,45.76,-64.24,19.8
NEILS HARBOUR,46.82,-60.32,22.9
NEW GERMANY,44.55,-64.7,78.6
NEW GLASGOW TRENTON,45.62,-62.62,93.3
NEW GRAFTON,44.42,-65.18,
NOEL,45.28,-63.73,45.7
NOEL SHORE,45.32,-63.65,40.8
NOEL SHORE EXP ST,45.3,-63.65,91.4
NORTHEAST MARGAREE,46.33,-60.97,83.8
NORTHEAST MARGAREE,46.35,-61,31.1
NORTHEAST MARGAREE (AUT),46.37,-60.98,54
NORTH KINGSTON,45.02,-64.97,70.1
NORTH MOUNTAIN CS,46.82,-60.67,439.4
NORTH SYDNEY,46.2,-60.27,3
OSBORNE HEAD DND,44.61,-63.42,30
UPPER STEWIACKE RCS,45.23,-63.06,23.5
UPPER STEWIACKE SNOW,45.23,-63.05,23.5
OVERTON,43.83,-66.15,15.2
OXFORD,45.73,-63.87,12.8
PARADISE,44.83,-65.23,45.7
PARRSBORO,45.4,-64.33,24.3
PARRSBORO,45.41,-64.35,30.89
PENTZ,44.3,-64.38,14.9
PICTOU,45.7,-62.68,24.4
PICTOU,45.68,-62.7,22.9
PICTOU LYONS BROOK,45.67,-62.78,15.2
PIRATE HARBOUR,45.58,-61.38,30.5
PLEASANT BAY GRAND ANSE,46.82,-60.77,28.9
POCKWOCK LAKE,44.77,-63.83,164.6
POINT EDWARD,46.15,-60.23,15.2
POINT ACONI,46.32,-60.33,11.7
POINT TUPPER,45.58,-61.33,29
POINTE DE L'EGLISE,44.33,-66.12,4.9
PORT DUFFERIN,44.92,-62.38,18.3
PORT HASTINGS,45.63,-61.4,23.1
PORT HAWKESBURY A,45.65,-61.38,114.9
HAWKESBURY,45.62,-61.37,45.7
PORT HAWKESBURY,45.66,-61.37,114.9
PORT HOOD,45.98,-61.53,27.4
PORT MORIEN,46.13,-59.87,
PORT MORIEN,46.13,-59.9,45.7
PORT MORIEN,46.12,-59.97,48.8
PUGWASH,45.84,-63.66,4.6
RAWDON,45.05,-63.78,182.9
RIVER DENYS,45.8,-61.22,27.4
RIVER HEBERT,45.6,-64.35,24.4
RIVER JOHN,45.72,-63,57.9
RIVER JOHN,45.75,-63.12,13.1
ROSEWAY,43.78,-65.35,15.2
RUTH FALLS,44.93,-62.5,7.6
SABLE ISLAND,43.93,-60.01,5
SABLE ISLAND,43.93,-60,4
SABLE ISLAND EAST END,43.97,-59.77,7.6
SABLE ISLAND A,43.95,-59.96,1.2
SABLE ISLAND 1,43.93,-60.02,4
SABLE ISLAND,43.95,-60.01,1.2
ST MARGARET'S BAY,44.7,-63.9,17.4
ST PAUL ISLAND,47.2,-60.15,31.7
ST PAUL ISLAND (AUT),47.23,-60.14,27
SALMON HOLE,44.93,-64.03,83.8
SALT SPRINGS EXP ST,45.53,-62.95,137.2
SAMBRO ISLAND,44.43,-63.57,5.8
SANDY COVE NRC,44.47,-63.57,10.1
SAULNIERVILLE,44.27,-66.12,45.7
SEAFOAM,45.78,-62.97,16.8
SHARPE BROOK IHD,45.02,-64.63,137.2
SHEARWATER A,44.63,-63.5,44
SHEARWATER AUTO,44.64,-63.51,53
SHEARWATER RCS,44.63,-63.51,24
SHEARWATER JETTY,44.63,-63.52,5.5
SHEET HARBOUR,44.92,-62.48,9.1
SHEFFIELD MILLS,45.13,-64.5,30.2
SHELBURNE,43.72,-65.25,29.9
SHELBURNE SANDY POINT,43.7,-65.32,46.03
SHUNACADIE BEACH,46.02,-60.67,1
SOUTH ALTON,45.07,-64.53,
SOUTH HIGHLANDS,46.17,-61.38,320
SOUTH MOUNTAIN,45.02,-64.68,134.7
SOUTH SIDE,43.45,-65.6,4
SOUTH SIDE HARBOUR,45.62,-61.9,30
SPRINGFIELD,44.67,-64.85,167.3
SPRINGHILL,45.62,-64.08,182.9
SPRINGHILL,45.62,-64.07,170.1
SPRUCE HILL LAKE,44.58,-63.65,107.6
SPRYFIELD,44.6,-63.6,45.7
STELLARTON,45.57,-62.65,7.6
STELLARTON LOURDES,45.57,-62.65,10.7
STEWIACKE,45.13,-63.33,45.7
STILLWATER,45.18,-62,17.1
STILLWATER SHERBROOKE,45.14,-61.98,14
SUGAR CAMP BROOK,45.7,-61.32,30.5
SUMMERVILLE,45.12,-64.18,38.1
SYDNEY CCR,46.17,-60.16,88
SYDNEY,46.15,-60.2,14.6
SYDNEY A,46.17,-60.05,61.9
SYDNEY A,46.16,-60.05,61.9
SYDNEY CS,46.16,-60.04,62.5
SYDNEY A,46.16,-60.05,61.9
TATAMAGOUCHE,45.68,-63.23,18
TATAMAGOUCHE,45.75,-63.37,7.6
TIMBERLEA,44.67,-63.75,83.8
TRACADIE,45.61,-61.68,66.67
TRAFALGAR,45.28,-62.67,152.4
TRENTON MUNICIPAL A,45.61,-62.62,97.23
TRURO,45.35,-63.3,12.2
TRURO,45.37,-63.27,39.9
TRURO (AUT),45.37,-63.27,39.9
TRURO NSAC,45.37,-63.3,23.5
TUSKET,43.88,-65.98,9.1
UPPER MUSQUODOBOIT,45.15,-62.93,61
UPPER STEWIACKE,45.22,-63,22.9
URBANIA,45.22,-63.43,61.9
WATERVILLE CAMBRIDGE,45.05,-64.65,30.6
WENTWORTH,45.7,-63.55,45.7
WENTWORTH 66M,45.61,-63.56,66
WENTWORTH 280M,45.61,-63.55,280
WENTWORTH VALLEY,45.62,-63.57,54.9
WEST BRANCH,45.68,-63.07,63.1
WESTERN HEAD,43.99,-64.66,10.06
WEST NEW ANNAN,45.63,-63.37,89.9
WESTPHAL,44.68,-63.52,67.7
WESTPORT,44.25,-66.37,18.2
WEYMOUTH FALLS,44.4,-65.95,10.7
WHITEHEAD,45.22,-61.18,13.7
WHITE ROCK,45.05,-64.38,38.1
WINDSOR,45,-64.1,15.2
WINDSOR FALMOUTH,44.97,-64.2,33.4
WINDSOR FALMOUTH,44.98,-64.17,14.6
WINDSOR KINGS COLLEGE,44.98,-64.1,27.4
WINDSOR MARTOCK,44.93,-64.17,38.1
WOLFVILLE,45.1,-64.37,41.1
WRECK COVE BROOK,46.53,-60.45,76.2
YARMOUTH,43.83,-66.03,30.8
YARMOUTH RCS,43.83,-66.09,36
YARMOUTH A,43.83,-66.09,42.9
YARMOUTH A,43.83,-66.09,42.9
YARMOUTH A,43.83,-66.09,43
YARMOUTH CDA EPF,43.93,-66.12,38.1
FOURCHU HEAD (AUT),45.72,-60.23,10
ALBANY,46.27,-63.58,33.5
ALBERTON,46.85,-64.02,3
ALBERTON SNOW,46.81,-64.06,8.5
ALLISTON,46.07,-62.6,61
ALLISTON SNOW,46.07,-62.6,61
ARGYLE SHORE,46.17,-63.35,15.2
BANGOR,46.35,-62.68,36.6
BORDEN,46.25,-63.7,7.6
BRACKLEY BEACH,46.42,-63.33,48.5
CHARLOTTETOWN,46.23,-63.17,13.7
CHARLOTTETOWN A,46.29,-63.13,48.8
CHARLOTTETOWN A,46.29,-63.12,48.5
CHARLOTTETOWN CDA,46.25,-63.13,22.6
CHARLOTTETOWN CDA CS,46.25,-63.13,22.6
CHARLOTTETOWN SDU,46.25,-63.13,24.4
CONFEDERATION BRIDGE,46.23,-63.73,54.1
EAST BALTIC,46.43,-62.17,61
EAST POINT (AUT),46.46,-61.99,7.7
ELLERSLIE,46.62,-63.92,7.6
ELMWOOD,46.25,-63.33,67
ELMWOOD SNOW,46.25,-63.33,67
GEORGETOWN,46.18,-62.58,11.6
HAMILTON,46.42,-63.8,
HUNTER RIVER,46.35,-63.33,61
KILMAHUMAIG,46.83,-64.05,6.1
KINGSBORO,46.39,-62.1,18
MONTAGUE,46.2,-62.67,50.3
MONTICELLO,46.47,-62.47,32
KINGSBORO SNOW,46.41,-62.08,18.2
MORELL SNOW,46.43,-62.72,10
NEW GLASGOW,46.41,-63.35,6.1
LONG CREEK SNOW,46.43,-63.42,30.3
LONG RIVER,46.5,-63.55,18
LONG RIVER,46.49,-63.56,35
NEWTOWN CROSS,46.13,-62.83,41.1
NORTH CAPE,47.06,-64,7.6
O'LEARY,46.7,-64.26,38.1
ROSE VALLEY,46.32,-63.5,99.1
ST NICHOLAS,46.43,-63.93,9.2
ST. PETERS,46.45,-62.58,29.7
SEA COW POND,47.03,-64,7.6
SOURIS,46.37,-62.22,57.9
SOUTH PINETTE,46.03,-62.88,18.3
STANHOPE,46.42,-63.08,3
SUMMERSIDE,46.44,-63.84,12.2
SUMMERSIDE CDA,46.4,-63.78,4.6
SUMMERSIDE SNOW 2,46.39,-63.6,37.9
SUMMERSIDE A,46.44,-63.83,19.5
TIGNISH,46.95,-64.07,22.9
TYNE VALLEY,46.58,-63.93,15.2
TYNE VALLEY 2,46.55,-63.97,22.7
VERNON BRIDGE,46.16,-62.88,25
WELLINGTON,46.47,-64.05,50.3
VICTORIA,46.22,-63.49,3.5
MAPLE PLAINS,46.3,-63.58,45.7
HARRINGTON CDA CS,46.34,-63.17,53
ARGENTIA A,47.3,-54,13.7
ARGENTIA A,47.3,-54,15.5
ARGENTIA (AUT),47.29,-53.99,19
ARNOLDS COVE,47.75,-54,15.2
AVONDALE CDA,47.42,-53.23,132.6
BADGER,48.98,-56.05,100.6
BADGER (AUT),48.97,-56.07,102.7
BADGER C,48.97,-56.05,102
BAIE VERTE,49.98,-56.18,110.3
BAIE VERTE JUNCTION,49.45,-56.43,78
BAY D'ESPOIR 1,47.88,-55.83,11.3
BAY D'ESPOIR 2,47.98,-55.8,22.9
BAY D'ESPOIR GEN STN,47.98,-55.8,22.9
BAY D'ESPOIR LONG POND,47.98,-55.82,169.2
